%% https://raw.githubusercontent.com/josefkr/morphcomp/master/wortwarte_lemma_polarity.txt
%% https://raw.githubusercontent.com/josefkr/morphcomp/master/wiktionary_lemma_polarity.txt
%% https://raw.githubusercontent.com/josefkr/morphcomp/master/train_test_lemma_polarity.txt
%% https://raw.githubusercontent.com/artificial-max/polcla/master/polcla/src/main/resources/dictionaries/germanlex.txt
%% https://raw.githubusercontent.com/markuskiller/textblob-de/master/textblob_de/data/de-sentiment.xml
%% https://pcai056.informatik.uni-leipzig.de/downloads/etc/SentiWS/SentiWS_v2.0.zip
%% data/bundestag_sentiments.txt
aufdrehen,-0.6666666666666666
aufgedunsen,-0.8333333333333334
aufkratzen,-0.7333333333333334
aufschließen,0.8333333333333334
aufwecken,0.9333333333333332
aufheitern,0.8333333333333334
aufheiterung,0.9333333333333332
aufheller,0.0
aufhetzen,-0.96
aufklären,0.7333333333333334
aufklärerisch,0.7333333333333334
aufklärungsflugzeug,0.0
auflachen,0.9333333333333332
auflaufbremse,0.0
auflaufform,0.0
auflehnen,-0.9
aufmerksam,0.626
aufmerksamkeit,0.6013333333333334
aufmucken,-0.9
aufmuntern,0.5616
aufmunterung,0.626
aufmüpfig,-0.7333333333333334
aufnahmegebühr,0.0
aufnötigen,-0.8333333333333334
aufopfern,0.8333333333333334
aufopferungsvoll,0.9333333333333332
aufpeitschen,-0.9333333333333332
aufputschen,0.16666666666666666
aufraffen,0.75
aufrecht,0.701
aufrechterhalte,0.8
aufrechterhaltung,0.6666666666666666
aufregen,-0.10137142857142857
aufreiben,-0.5012
aufrichtigkeit,0.701
aufruhr,-0.5512
aufrüstung,-0.9333333333333332
aufrütteln,0.75
aufsässig,-0.7333333333333334
aufsässigkeit,-0.9333333333333332
aufschlussreich,0.75
aufschwung,0.626
aufsehenerregend,0.425
aufsichtsratssitzung,0.0
aufstacheln,-0.9333333333333332
aufständisch,-0.8333333333333334
aufstand,-0.6262
aufsteigen,0.551
auftrieb,0.501
aufwandsreich,-0.8
aufwärtsentwicklung,0.7333333333333334
aufwärtstrend,0.551
aufweisen,0.5
aufwendig,-0.624
aufwertung,0.551
aufwiegelung,-0.7333333333333334
aufwieglerisch,-0.9333333333333332
aufwühlen,-0.70995
aufziehen,-0.8333333333333334
aufzwingen,-0.9333333333333332
augenaufschlag,0.8
augenblicklich,0.0
augenblick,0.0
augenbraue,0.0
augenerkrankung,-0.9333333333333332
augenfarbe,0.0
augenglas,0.0
